[2020-04-20 23:33:18,375 line 38] all the categories inserted in category successfully
[2020-04-20 23:41:22,777 line 221] No ranking in top_countries
[2020-04-20 23:41:22,799 line 221] No ranking in world
[2020-04-20 23:41:22,800 line 174] 329752728: row inserted in app_country_rank table 

[2020-04-20 23:41:22,800 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:23,761 line 245] Dev exist already
[2020-04-20 23:41:23,761 line 246] Dev info ok
[2020-04-20 23:41:23,771 line 151] 1029925317: Data from main tab ok
[2020-04-20 23:41:23,879 line 192] Top rankings ok
[2020-04-20 23:41:24,812 line 275] Twitter information inserted in database for 1029925317
[2020-04-20 23:41:25,220 line 171] 1029925317-Education:27 inserted in app_category table successfully
[2020-04-20 23:41:25,224 line 171] 1029925317-Books:29 inserted in app_category table successfully
[2020-04-20 23:41:25,247 line 221] No ranking in top_countries
[2020-04-20 23:41:25,270 line 221] No ranking in world
[2020-04-20 23:41:25,270 line 174] 1029925317: row inserted in app_country_rank table 

[2020-04-20 23:41:25,270 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:26,458 line 245] Dev exist already
[2020-04-20 23:41:26,459 line 246] Dev info ok
[2020-04-20 23:41:26,465 line 86] No current rating
[2020-04-20 23:41:26,470 line 151] 591336552: Data from main tab ok
[2020-04-20 23:41:26,575 line 192] Top rankings ok
[2020-04-20 23:41:27,504 line 275] Twitter information inserted in database for 591336552
[2020-04-20 23:41:27,913 line 171] 591336552-Books:29 inserted in app_category table successfully
[2020-04-20 23:41:27,956 line 221] No ranking in top_countries
[2020-04-20 23:41:27,994 line 221] No ranking in world
[2020-04-20 23:41:27,994 line 174] 591336552: row inserted in app_country_rank table 

[2020-04-20 23:41:27,994 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:29,984 line 241] 356342220 row inserted in dev table
[2020-04-20 23:41:29,984 line 246] Dev info ok
[2020-04-20 23:41:30,010 line 151] 924246297: Data from main tab ok
[2020-04-20 23:41:30,159 line 192] Top rankings ok
[2020-04-20 23:41:31,032 line 275] Twitter information inserted in database for 924246297
[2020-04-20 23:41:31,575 line 171] 924246297-Reference:1 inserted in app_category table successfully
[2020-04-20 23:41:31,606 line 171] 924246297-Books:29 inserted in app_category table successfully
[2020-04-20 23:41:31,649 line 221] No ranking in top_countries
[2020-04-20 23:41:31,686 line 221] No ranking in world
[2020-04-20 23:41:31,686 line 174] 924246297: row inserted in app_country_rank table 

[2020-04-20 23:41:31,686 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:32,829 line 245] Dev exist already
[2020-04-20 23:41:32,829 line 246] Dev info ok
[2020-04-20 23:41:32,853 line 151] 684594203: Data from main tab ok
[2020-04-20 23:41:33,050 line 192] Top rankings ok
[2020-04-20 23:41:34,363 line 275] Twitter information inserted in database for 684594203
[2020-04-20 23:41:34,887 line 171] 684594203-Reference:1 inserted in app_category table successfully
[2020-04-20 23:41:34,891 line 171] 684594203-Books:29 inserted in app_category table successfully
[2020-04-20 23:41:34,917 line 221] No ranking in top_countries
[2020-04-20 23:41:34,942 line 221] No ranking in world
[2020-04-20 23:41:34,942 line 174] 684594203: row inserted in app_country_rank table 

[2020-04-20 23:41:34,942 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:35,619 line 176] app already in database 

[2020-04-20 23:41:35,620 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:36,199 line 176] app already in database 

[2020-04-20 23:41:36,200 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:36,793 line 176] app already in database 

[2020-04-20 23:41:36,793 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:37,334 line 176] app already in database 

[2020-04-20 23:41:37,334 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:38,028 line 176] app already in database 

[2020-04-20 23:41:38,029 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:38,589 line 176] app already in database 

[2020-04-20 23:41:38,590 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:39,114 line 176] app already in database 

[2020-04-20 23:41:39,114 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:39,674 line 176] app already in database 

[2020-04-20 23:41:39,675 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:40,302 line 176] app already in database 

[2020-04-20 23:41:40,303 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:40,911 line 176] app already in database 

[2020-04-20 23:41:40,912 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:41,733 line 176] app already in database 

[2020-04-20 23:41:41,733 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:42,555 line 176] app already in database 

[2020-04-20 23:41:42,555 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:43,533 line 176] app already in database 

[2020-04-20 23:41:43,534 line 69] Scrapping in: Belize/Books/free
[2020-04-20 23:41:44,350 line 176] app already in database 

[2020-04-20 23:41:49,595 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:50,473 line 176] app already in database 

[2020-04-20 23:41:50,473 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:51,405 line 176] app already in database 

[2020-04-20 23:41:51,405 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:52,240 line 176] app already in database 

[2020-04-20 23:41:52,240 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:53,176 line 176] app already in database 

[2020-04-20 23:41:53,176 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:53,859 line 176] app already in database 

[2020-04-20 23:41:53,859 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:54,577 line 176] app already in database 

[2020-04-20 23:41:54,577 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:55,348 line 176] app already in database 

[2020-04-20 23:41:55,349 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:56,109 line 176] app already in database 

[2020-04-20 23:41:56,110 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:56,810 line 176] app already in database 

[2020-04-20 23:41:56,812 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:57,782 line 176] app already in database 

[2020-04-20 23:41:57,782 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:58,600 line 176] app already in database 

[2020-04-20 23:41:58,601 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:41:59,298 line 176] app already in database 

[2020-04-20 23:41:59,299 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:00,103 line 176] app already in database 

[2020-04-20 23:42:00,103 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:00,913 line 176] app already in database 

[2020-04-20 23:42:00,914 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:01,615 line 176] app already in database 

[2020-04-20 23:42:01,616 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:02,414 line 176] app already in database 

[2020-04-20 23:42:02,415 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:03,373 line 176] app already in database 

[2020-04-20 23:42:03,373 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:04,117 line 176] app already in database 

[2020-04-20 23:42:04,118 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:04,769 line 176] app already in database 

[2020-04-20 23:42:04,769 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:05,603 line 176] app already in database 

[2020-04-20 23:42:05,603 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:06,310 line 176] app already in database 

[2020-04-20 23:42:06,311 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:06,984 line 176] app already in database 

[2020-04-20 23:42:06,984 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:07,790 line 176] app already in database 

[2020-04-20 23:42:07,790 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:08,813 line 176] app already in database 

[2020-04-20 23:42:08,814 line 69] Scrapping in: Belize/Books/paid
[2020-04-20 23:42:09,490 line 176] app already in database 

[2020-04-20 23:42:09,490 line 69] Scrapping in: Belize/Books/paid
[2020-04-21 16:58:23,018 line 45] all the categories inserted in category successfully
[2020-04-21 16:58:23,830 line 29] Belize: country already in db
[2020-04-21 16:58:23,838 line 29] Bermuda: country already in db
[2020-04-21 16:58:23,842 line 29] Bhutan: country already in db
[2020-04-21 16:58:23,846 line 29] Bolivia, Plurinational State Of: country already in db
[2020-04-21 16:58:23,849 line 29] Botswana: country already in db
[2020-04-21 16:58:23,854 line 29] Brazil: country already in db
[2020-04-21 16:58:23,858 line 29] Brunei Darussalam: country already in db
[2020-04-21 16:58:23,862 line 29] Bulgaria: country already in db
[2020-04-21 16:58:23,864 line 29] Burkina Faso: country already in db
[2020-04-21 16:58:23,868 line 29] Cambodia: country already in db
[2020-04-21 16:58:23,872 line 29] Canada: country already in db
[2020-04-21 16:58:23,875 line 29] Cape Verde: country already in db
[2020-04-21 16:58:23,879 line 29] Cayman Islands: country already in db
[2020-04-21 16:58:23,881 line 29] Chad: country already in db
[2020-04-21 16:58:23,889 line 29] Chile: country already in db
[2020-04-21 16:58:23,893 line 29] China: country already in db
[2020-04-21 16:58:23,896 line 29] Colombia: country already in db
[2020-04-21 16:58:23,899 line 29] Congo: country already in db
[2020-04-21 16:58:23,903 line 29] Costa Rica: country already in db
[2020-04-21 16:58:23,906 line 29] Croatia: country already in db
[2020-04-21 16:58:23,909 line 29] Cyprus: country already in db
[2020-04-21 16:58:23,914 line 29] Czech Republic: country already in db
[2020-04-21 16:58:23,917 line 29] Denmark: country already in db
[2020-04-21 16:58:23,922 line 29] Dominica: country already in db
[2020-04-21 16:58:23,925 line 29] Dominican Republic: country already in db
[2020-04-21 16:58:23,928 line 29] Ecuador: country already in db
[2020-04-21 16:58:23,931 line 29] Egypt: country already in db
[2020-04-21 16:58:23,935 line 29] El Salvador: country already in db
[2020-04-21 16:58:23,939 line 29] Estonia: country already in db
[2020-04-21 16:58:23,942 line 29] Fiji: country already in db
[2020-04-21 16:58:23,945 line 29] Finland: country already in db
[2020-04-21 16:58:23,949 line 29] France: country already in db
[2020-04-21 16:58:23,952 line 29] Gambia: country already in db
[2020-04-21 16:58:23,955 line 29] Germany: country already in db
[2020-04-21 16:58:23,959 line 29] Ghana: country already in db
[2020-04-21 16:58:23,963 line 29] Turkey: country already in db
[2020-04-21 16:58:23,972 line 29] Turkmenistan: country already in db
[2020-04-21 16:58:23,978 line 29] Greece: country already in db
[2020-04-21 16:58:23,981 line 29] Grenada: country already in db
[2020-04-21 16:58:23,986 line 29] Guatemala: country already in db
[2020-04-21 16:58:23,993 line 29] Guinea-Bissau: country already in db
[2020-04-21 16:58:23,996 line 29] Guyana: country already in db
[2020-04-21 16:58:23,999 line 29] Honduras: country already in db
[2020-04-21 16:58:24,003 line 29] Hong Kong: country already in db
[2020-04-21 16:58:24,009 line 29] Hungary: country already in db
[2020-04-21 16:58:24,013 line 29] Iceland: country already in db
[2020-04-21 16:58:24,016 line 29] India: country already in db
[2020-04-21 16:58:24,020 line 29] Indonesia: country already in db
[2020-04-21 16:58:24,023 line 29] Ireland: country already in db
[2020-04-21 16:58:24,027 line 29] Israel: country already in db
[2020-04-21 16:58:24,031 line 29] Italy: country already in db
[2020-04-21 16:58:24,034 line 29] Jamaica: country already in db
[2020-04-21 16:58:24,044 line 29] Japan: country already in db
[2020-04-21 16:58:24,048 line 29] Jordan: country already in db
[2020-04-21 16:58:24,051 line 29] Kazakhstan: country already in db
[2020-04-21 16:58:24,053 line 29] Kuwait: country already in db
[2020-04-21 16:58:24,056 line 29] Kyrgyzstan: country already in db
[2020-04-21 16:58:24,059 line 29] Latvia: country already in db
[2020-04-21 16:58:24,062 line 29] Lebanon: country already in db
[2020-04-21 16:58:24,065 line 29] Liberia: country already in db
[2020-04-21 16:58:24,067 line 29] Lithuania: country already in db
[2020-04-21 16:58:24,070 line 29] Luxembourg: country already in db
[2020-04-21 16:58:24,072 line 29] Macao: country already in db
[2020-04-21 16:58:24,075 line 29] Madagascar: country already in db
[2020-04-21 16:58:24,077 line 29] Malawi: country already in db
[2020-04-21 16:58:24,080 line 29] Malaysia: country already in db
[2020-04-21 16:58:24,082 line 29] Mali: country already in db
[2020-04-21 16:58:24,084 line 29] Malta: country already in db
[2020-04-21 16:58:24,087 line 29] Kenya: country already in db
[2020-04-21 16:58:24,089 line 29] Mauritania: country already in db
[2020-04-21 16:58:24,093 line 29] Mauritius: country already in db
[2020-04-21 16:58:24,095 line 29] Mexico: country already in db
[2020-04-21 16:58:24,097 line 29] Mongolia: country already in db
[2020-04-21 16:58:24,100 line 29] Montserrat: country already in db
[2020-04-21 16:58:24,103 line 29] Mozambique: country already in db
[2020-04-21 16:58:24,113 line 29] Namibia: country already in db
[2020-04-21 16:58:24,123 line 29] Nepal: country already in db
[2020-04-21 16:58:24,127 line 29] Netherlands: country already in db
[2020-04-21 16:58:24,130 line 29] New Zealand: country already in db
[2020-04-21 16:58:24,133 line 29] Nicaragua: country already in db
[2020-04-21 16:58:24,135 line 29] Niger: country already in db
[2020-04-21 16:58:24,138 line 29] Nigeria: country already in db
[2020-04-21 16:58:24,141 line 29] Norway: country already in db
[2020-04-21 16:58:24,144 line 29] Oman: country already in db
[2020-04-21 16:58:24,146 line 29] Pakistan: country already in db
[2020-04-21 16:58:24,149 line 29] Palau: country already in db
[2020-04-21 16:58:24,157 line 29] Panama: country already in db
[2020-04-21 16:58:24,160 line 29] Papua New Guinea: country already in db
[2020-04-21 16:58:24,164 line 29] Paraguay: country already in db
[2020-04-21 16:58:24,166 line 29] Peru: country already in db
[2020-04-21 16:58:24,171 line 29] Philippines: country already in db
[2020-04-21 16:58:24,174 line 29] Poland: country already in db
[2020-04-21 16:58:24,181 line 29] Portugal: country already in db
[2020-04-21 16:58:24,187 line 29] Qatar: country already in db
[2020-04-21 16:58:24,189 line 29] Romania: country already in db
[2020-04-21 16:58:24,193 line 29] Saint Kitts And Nevis: country already in db
[2020-04-21 16:58:24,197 line 29] Saint Lucia: country already in db
[2020-04-21 16:58:24,201 line 29] Saint Vincent And The Grenedines: country already in db
[2020-04-21 16:58:24,205 line 29] Sao Tome and Principe: country already in db
[2020-04-21 16:58:24,207 line 29] Saudi Arabia: country already in db
[2020-04-21 16:58:24,210 line 29] Senegal: country already in db
[2020-04-21 16:58:24,213 line 29] Seychelles: country already in db
[2020-04-21 16:58:24,216 line 29] Sierra Leone: country already in db
[2020-04-21 16:58:24,219 line 29] Singapore: country already in db
[2020-04-21 16:58:24,222 line 29] Slovakia: country already in db
[2020-04-21 16:58:24,225 line 29] Slovenia: country already in db
[2020-04-21 16:58:24,229 line 29] Solomon Islands: country already in db
[2020-04-21 16:58:24,231 line 29] South Africa: country already in db
[2020-04-21 16:58:24,234 line 29] Albania: country already in db
[2020-04-21 16:58:24,237 line 29] Algeria: country already in db
[2020-04-21 16:58:24,240 line 29] Angola: country already in db
[2020-04-21 16:58:24,243 line 29] Anguilla: country already in db
[2020-04-21 16:58:24,245 line 29] Antigua and Barbuda: country already in db
[2020-04-21 16:58:24,247 line 29] Argentina: country already in db
[2020-04-21 16:58:24,250 line 29] Armenia: country already in db
[2020-04-21 16:58:24,253 line 29] Australia: country already in db
[2020-04-21 16:58:24,255 line 29] Austria: country already in db
[2020-04-21 16:58:24,262 line 29] Azerbaijan: country already in db
[2020-04-21 16:58:24,265 line 29] Bahamas: country already in db
[2020-04-21 16:58:24,268 line 29] Bahrain: country already in db
[2020-04-21 16:58:24,270 line 29] Barbados: country already in db
[2020-04-21 16:58:24,273 line 29] Belarus: country already in db
[2020-04-21 16:58:24,276 line 29] Belgium: country already in db
[2020-04-21 16:58:24,280 line 29] Benin: country already in db
[2020-04-21 16:58:24,282 line 29] Spain: country already in db
[2020-04-21 16:58:24,285 line 29] Sri Lanka: country already in db
[2020-04-21 16:58:24,288 line 29] Suriname: country already in db
[2020-04-21 16:58:24,291 line 29] Swaziland: country already in db
[2020-04-21 16:58:24,294 line 29] Sweden: country already in db
[2020-04-21 16:58:24,297 line 29] Switzerland: country already in db
[2020-04-21 16:58:24,300 line 29] Taiwan, Province Of China: country already in db
[2020-04-21 16:58:24,304 line 29] Tajikistan: country already in db
[2020-04-21 16:58:24,307 line 29] Thailand: country already in db
[2020-04-21 16:58:24,310 line 29] Trinidad and Tobago: country already in db
[2020-04-21 16:58:24,313 line 29] Tunisia: country already in db
[2020-04-21 16:58:24,317 line 29] Moldova: country already in db
[2020-04-21 16:58:24,320 line 29] Macedonia: country already in db
[2020-04-21 16:58:24,325 line 29] Tanzania: country already in db
[2020-04-21 16:58:24,329 line 29] Lao: country already in db
[2020-04-21 16:58:24,333 line 29] Micronesia: country already in db
[2020-04-21 16:58:24,335 line 29] Russia: country already in db
[2020-04-21 16:58:24,338 line 29] Turks and Caicos Islands: country already in db
[2020-04-21 16:58:24,341 line 29] Uganda: country already in db
[2020-04-21 16:58:24,346 line 29] Ukraine: country already in db
[2020-04-21 16:58:24,350 line 29] United Arab Emirates: country already in db
[2020-04-21 16:58:24,354 line 29] United Kingdom: country already in db
[2020-04-21 16:58:24,357 line 29] United States: country already in db
[2020-04-21 16:58:24,360 line 29] Uruguay: country already in db
[2020-04-21 16:58:24,363 line 29] Uzbekistan: country already in db
[2020-04-21 16:58:24,367 line 29] Viet Nam: country already in db
[2020-04-21 16:58:24,370 line 29] Yemen: country already in db
[2020-04-21 16:58:24,373 line 29] Zimbabwe: country already in db
[2020-04-21 16:58:24,376 line 29] South Korea: country already in db
[2020-04-21 16:58:24,380 line 29] Virgin Islands: country already in db
[2020-04-21 16:58:24,384 line 29] Venezuela: country already in db
[2020-04-21 16:58:31,917 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:34,195 line 176] app already in database 

[2020-04-21 16:58:34,196 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:34,899 line 176] app already in database 

[2020-04-21 16:58:34,900 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:35,682 line 176] app already in database 

[2020-04-21 16:58:35,683 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:36,702 line 176] app already in database 

[2020-04-21 16:58:36,703 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:37,328 line 176] app already in database 

[2020-04-21 16:58:37,328 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:37,952 line 176] app already in database 

[2020-04-21 16:58:37,952 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:38,502 line 176] app already in database 

[2020-04-21 16:58:38,503 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:39,016 line 176] app already in database 

[2020-04-21 16:58:39,017 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:40,091 line 176] app already in database 

[2020-04-21 16:58:40,091 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:41,126 line 176] app already in database 

[2020-04-21 16:58:41,126 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:41,773 line 176] app already in database 

[2020-04-21 16:58:41,774 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:42,408 line 176] app already in database 

[2020-04-21 16:58:42,408 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:58:43,149 line 176] app already in database 

[2020-04-21 16:58:43,150 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:12,000 line 45] all the categories inserted in category successfully
[2020-04-21 16:59:13,734 line 31] All countries in country dictionary
[2020-04-21 16:59:19,696 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:22,758 line 241] 1385287092 row inserted in dev table
[2020-04-21 16:59:22,758 line 246] Dev info ok
[2020-04-21 16:59:22,775 line 151] 1385287093: Data from main tab ok
[2020-04-21 16:59:22,903 line 192] Top rankings ok
[2020-04-21 16:59:23,809 line 275] Twitter information inserted in database for 1385287093
[2020-04-21 16:59:24,186 line 171] 1385287093-Magazines & Newspapers:20 inserted in app_category table successfully
[2020-04-21 16:59:24,191 line 171] 1385287093-Books:29 inserted in app_category table successfully
[2020-04-21 16:59:24,222 line 221] No ranking in top_countries
[2020-04-21 16:59:24,288 line 219] 1385287093:world rankings ok
[2020-04-21 16:59:24,288 line 174] 1385287093: row inserted in app_country_rank table 

[2020-04-21 16:59:24,288 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:26,014 line 241] 332135353 row inserted in dev table
[2020-04-21 16:59:26,014 line 246] Dev info ok
[2020-04-21 16:59:26,042 line 151] 542557212: Data from main tab ok
[2020-04-21 16:59:26,175 line 192] Top rankings ok
[2020-04-21 16:59:29,694 line 275] Twitter information inserted in database for 542557212
[2020-04-21 16:59:30,069 line 171] 542557212-Entertainment:28 inserted in app_category table successfully
[2020-04-21 16:59:30,072 line 171] 542557212-Books:29 inserted in app_category table successfully
[2020-04-21 16:59:30,099 line 221] No ranking in top_countries
[2020-04-21 16:59:30,127 line 221] No ranking in world
[2020-04-21 16:59:30,127 line 174] 542557212: row inserted in app_country_rank table 

[2020-04-21 16:59:30,127 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:32,027 line 241] 1110639431 row inserted in dev table
[2020-04-21 16:59:32,027 line 246] Dev info ok
[2020-04-21 16:59:32,041 line 151] 1357465979: Data from main tab ok
[2020-04-21 16:59:32,168 line 192] Top rankings ok
[2020-04-21 16:59:33,166 line 275] Twitter information inserted in database for 1357465979
[2020-04-21 16:59:33,561 line 171] 1357465979-Magazines & Newspapers:20 inserted in app_category table successfully
[2020-04-21 16:59:33,564 line 171] 1357465979-Books:29 inserted in app_category table successfully
[2020-04-21 16:59:33,592 line 221] No ranking in top_countries
[2020-04-21 16:59:33,619 line 221] No ranking in world
[2020-04-21 16:59:33,620 line 174] 1357465979: row inserted in app_country_rank table 

[2020-04-21 16:59:33,620 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:35,539 line 241] 306310792 row inserted in dev table
[2020-04-21 16:59:35,539 line 246] Dev info ok
[2020-04-21 16:59:35,579 line 151] 306310789: Data from main tab ok
[2020-04-21 16:59:35,700 line 192] Top rankings ok
[2020-04-21 16:59:37,978 line 275] Twitter information inserted in database for 306310789
[2020-04-21 16:59:38,378 line 171] 306310789-Entertainment:28 inserted in app_category table successfully
[2020-04-21 16:59:38,381 line 171] 306310789-Books:29 inserted in app_category table successfully
[2020-04-21 16:59:38,411 line 221] No ranking in top_countries
[2020-04-21 16:59:39,842 line 219] 306310789:world rankings ok
[2020-04-21 16:59:39,842 line 174] 306310789: row inserted in app_country_rank table 

[2020-04-21 16:59:39,843 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:41,790 line 241] 379693834 row inserted in dev table
[2020-04-21 16:59:41,790 line 246] Dev info ok
[2020-04-21 16:59:41,861 line 151] 379693831: Data from main tab ok
[2020-04-21 16:59:42,239 line 192] Top rankings ok
[2020-04-21 16:59:44,067 line 275] Twitter information inserted in database for 379693831
[2020-04-21 16:59:44,628 line 171] 379693831-Entertainment:28 inserted in app_category table successfully
[2020-04-21 16:59:44,634 line 171] 379693831-Books:29 inserted in app_category table successfully
[2020-04-21 16:59:45,349 line 219] 379693831:top_countries rankings ok
[2020-04-21 16:59:45,771 line 219] 379693831:world rankings ok
[2020-04-21 16:59:45,771 line 174] 379693831: row inserted in app_country_rank table 

[2020-04-21 16:59:45,771 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:47,805 line 241] 1076491464 row inserted in dev table
[2020-04-21 16:59:47,806 line 246] Dev info ok
[2020-04-21 16:59:47,832 line 151] 1076491465: Data from main tab ok
[2020-04-21 16:59:47,987 line 192] Top rankings ok
[2020-04-21 16:59:49,033 line 275] Twitter information inserted in database for 1076491465
[2020-04-21 16:59:49,503 line 171] 1076491465-Entertainment:28 inserted in app_category table successfully
[2020-04-21 16:59:49,507 line 171] 1076491465-Books:29 inserted in app_category table successfully
[2020-04-21 16:59:49,536 line 221] No ranking in top_countries
[2020-04-21 16:59:50,290 line 219] 1076491465:world rankings ok
[2020-04-21 16:59:50,291 line 174] 1076491465: row inserted in app_country_rank table 

[2020-04-21 16:59:50,291 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:52,098 line 241] 969791636 row inserted in dev table
[2020-04-21 16:59:52,098 line 246] Dev info ok
[2020-04-21 16:59:52,122 line 151] 1195233335: Data from main tab ok
[2020-04-21 16:59:52,245 line 192] Top rankings ok
[2020-04-21 16:59:53,169 line 275] Twitter information inserted in database for 1195233335
[2020-04-21 16:59:53,548 line 171] 1195233335-Entertainment:28 inserted in app_category table successfully
[2020-04-21 16:59:53,551 line 171] 1195233335-Books:29 inserted in app_category table successfully
[2020-04-21 16:59:53,581 line 221] No ranking in top_countries
[2020-04-21 16:59:53,608 line 221] No ranking in world
[2020-04-21 16:59:53,609 line 174] 1195233335: row inserted in app_country_rank table 

[2020-04-21 16:59:53,609 line 69] Scrapping in: Belize/Books/free
[2020-04-21 16:59:55,385 line 241] 350027742 row inserted in dev table
[2020-04-21 16:59:55,385 line 246] Dev info ok
[2020-04-21 16:59:55,407 line 151] 607205403: Data from main tab ok
[2020-04-21 16:59:55,537 line 192] Top rankings ok
[2020-04-21 16:59:59,214 line 275] Twitter information inserted in database for 607205403
[2020-04-21 16:59:59,607 line 171] 607205403-Entertainment:28 inserted in app_category table successfully
[2020-04-21 16:59:59,610 line 171] 607205403-Books:29 inserted in app_category table successfully
[2020-04-21 16:59:59,637 line 221] No ranking in top_countries
[2020-04-21 16:59:59,664 line 221] No ranking in world
[2020-04-21 16:59:59,664 line 174] 607205403: row inserted in app_country_rank table 

[2020-04-21 16:59:59,664 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:01,600 line 241] 297606954 row inserted in dev table
[2020-04-21 17:00:01,600 line 246] Dev info ok
[2020-04-21 17:00:01,621 line 151] 302584613: Data from main tab ok
[2020-04-21 17:00:01,785 line 192] Top rankings ok
[2020-04-21 17:00:05,803 line 275] Twitter information inserted in database for 302584613
[2020-04-21 17:00:06,227 line 171] 302584613-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:06,608 line 219] 302584613:top_countries rankings ok
[2020-04-21 17:00:07,404 line 219] 302584613:world rankings ok
[2020-04-21 17:00:07,404 line 174] 302584613: row inserted in app_country_rank table 

[2020-04-21 17:00:07,404 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:09,170 line 241] 1421091310 row inserted in dev table
[2020-04-21 17:00:09,170 line 246] Dev info ok
[2020-04-21 17:00:09,185 line 151] 1421091911: Data from main tab ok
[2020-04-21 17:00:09,307 line 192] Top rankings ok
[2020-04-21 17:00:10,322 line 275] Twitter information inserted in database for 1421091911
[2020-04-21 17:00:10,757 line 171] 1421091911-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:10,790 line 221] No ranking in top_countries
[2020-04-21 17:00:11,713 line 219] 1421091911:world rankings ok
[2020-04-21 17:00:11,713 line 174] 1421091911: row inserted in app_country_rank table 

[2020-04-21 17:00:11,713 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:12,986 line 245] Dev exist already
[2020-04-21 17:00:12,986 line 246] Dev info ok
[2020-04-21 17:00:13,003 line 151] 350027738: Data from main tab ok
[2020-04-21 17:00:13,144 line 192] Top rankings ok
[2020-04-21 17:00:17,478 line 275] Twitter information inserted in database for 350027738
[2020-04-21 17:00:17,853 line 171] 350027738-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:00:17,858 line 171] 350027738-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:17,948 line 221] No ranking in top_countries
[2020-04-21 17:00:18,000 line 221] No ranking in world
